"","team","pp","time"
"54","Washington",0.220299207065922,2.17416666666667
"55","NC State",0.249991673070704,1.90266736955725
"56","SMU",0.113414115529336,1.95140428438979
"57","Central Michigan",-0.193649543108893,1.8842082782187
"58","Miami (OH)",-0.252195055546467,2.97430555555556
"59","Michigan",0.42137793138508,2.43548611111111
"60","Missouri",0.203906835325461,2.15452967032967
"61","Rutgers",0.0135488690170145,1.99687661844446
"62","Mississippi State",0.164543478028205,2.16564704739705
"63","California",-0.0707447872449094,2.21266666666667
"64","Pittsburgh",0.194735065992963,1.92734210417825
"65","Virginia",0.176051962023383,1.46988215488215
"66","Tulane",0.135466193116828,1.88568636408292
"67","Baylor",0.156377674333868,2.05007246376812
"68","San Diego State",-0.063741462386816,1.59642857142857
"69","Nebraska",0.0737866176866031,2.18641488463228
"70","Western Michigan",-0.234380608954737,2.19013047138047
"71","Memphis",0.139718959344376,1.84862962962963
"72","Georgia State",-0.288575726398934,1.64480978897646
"73","Fresno State",-0.0251733875640758,1.90508547008547
"74","Wyoming",-0.0977390475306135,1.98172441556999
"75","Florida Atlantic",-0.133374562466571,2.1244825816646
"76","Air Force",-0.0469497680716321,3.2921568627451
"77","Purdue",0.0975058256361658,2.22254273504273
"78","Virginia Tech",0.260092795493467,1.95854618274908
"79","Northwestern",0.111199086618044,1.98833333333333
"80","Tulsa",-0.0455092815723452,1.69379324379324
"81","Texas Tech",0.155475339933589,1.95974925727867
"82","Stanford",-0.0545479357196845,3.18374269005848
"83","Hawai'i",-0.281070572817206,2.04583333333333
"84","Oregon State",-0.120892425066267,1.84573412698413
"85","Arkansas",0.138107661148173,2.15295138888889
"86","Troy",-0.0179919719762356,1.87446083430458
"87","Washington State",-0.110729562197175,2.23557224025974
"88","Houston",-0.128289715464299,2.14252387043242
"89","Michigan State",0.205204709124622,1.90861273473639
"90","Eastern Michigan",-0.2733760437666,2.36460905349794
"91","Georgia Southern",-0.195783309599396,2.15154556596286
"92","Louisville",-0.00286967661071915,2.28025757575758
"93","Florida State",0.0373707311314905,2.15384615384615
"94","East Carolina",-0.285171169787426,2.11527777777778
"95","Kent State",-0.321918677041656,2.47212301587302
"96","Kentucky",0.220143370547066,2.36430316214968
"97","Illinois",-0.13002117080482,2.25851851851852
"98","Louisiana Tech",-0.287896609712833,1.90900423753202
"99","Ohio",-0.354929787059423,1.65230434782609
"100","Syracuse",-0.120754116562491,2.18827228417718
"101","Arkansas State",-0.247877839219859,1.87600952380952
"102","New Mexico",-0.541757915336603,1.80527825349254
"103","UTEP",-0.622489508218548,1.74929585712194
"104","Northern Illinois",-0.384427507374147,2.19189812602856
"105","Tennessee",0.0748993890194037,2.6745766590389
"106","Georgia Tech",-0.245339005627428,1.80867590926889
"107","Colorado State",-0.507870953628648,1.81232302009091
"108","North Texas",-0.44581426476707,1.6766476426799
"109","Rice",-0.470842007740367,1.58584368530021
"110","South Alabama",-0.387402131345323,2.37938884720035
"111","Middle Tennessee",-0.34984205712774,2.25343438103116
"112","Florida International",-0.50302821826292,2.63102453102453
"113","South Carolina",-0.0273223144495046,2.33109856674123
"114","Charlotte",-0.472045884246533,1.77463768115942
"115","Texas State",-0.51509055334277,2.00311027206204
"116","Navy",-0.450623376691402,2.00017718448576
"117","Utah State",-0.39342496549265,2.55089962121212
"118","Western Kentucky",-0.27183845989922,1.6279993247104
"119","Kansas",-0.531150549797075,1.74930555555556
"120","Arizona",-0.348741711193089,1.76171454574232
"121","South Florida",-0.564565587432188,1.87893518518519
"122","Duke",-0.398033809493996,1.98882097361982
"123","UNLV",-0.746901413723554,1.17944444444444
"124","Southern Mississippi",-0.572952341044187,1.69957394830842
"125","Akron",-0.989515662954209,2.32536625180375
"126","Temple",-0.679012240779793,1.31105379714835
"127","Vanderbilt",-0.634637525487634,2.37197516627689
"128","Bowling Green",-1.09078049146336,0.939655172413793
"129","UMass",-1.13816360167279,1.9974921630094
"130","Louisiana Monroe",-0.883380881677431,2.30808902208902
